10000	200	300	200	30	10	2.6666666666666665	100	00000	300	300	200	30	10	0.0	1	10	00000	300	200	200	30	10	4.0	1	1	00000	300	200	200	30	10	4.0	1	
10000	200	300	200	30	3	2.6666666666666665	100	00000	300	300	200	30	3	0.0	1	10	00000	300	200	200	30	3	4.0	1	1	00000	300	200	200	30	3	4.0	1	
10000	200	300	200	20	20	2.6666666666666665	100	00000	300	300	200	20	20	0.0	1	10	00000	300	200	200	20	20	4.0	1	1	00000	300	200	200	20	20	4.0	1	
10000	200	300	200	20	10	2.6666666666666665	100	00000	300	300	200	20	10	0.0	1	10	00000	300	200	200	20	10	4.0	1	1	00000	300	200	200	20	10	4.0	1	
10000	200	300	200	20	3	2.6666666666666665	100	00000	300	300	200	20	3	0.0	1	10	00000	300	200	200	20	3	4.0	1	1	00000	300	200	200	20	3	4.0	1	
10000	200	300	200	10	10	2.6666666666666665	100	00000	300	300	200	10	10	0.0	1	10	00000	300	200	200	10	10	4.0	1	1	00000	300	200	200	10	10	4.0	1	
10000	200	300	200	10	3	2.0	100	00000	300	300	200	10	3	0.0	1	10	00000	300	200	200	10	3	4.0	1	0	null	0	0	0	0	0	0.0	0	
10000	200	300	100	100	100	4.0	0	null	0	0	0	0	0	0.0	0	10	00000	300	200	100	100	100	4.0	1	1	00000	300	200	100	100	100	4.0	1	
10000	200	300	100	100	30	2.6666666666666665	100	00000	300	300	100	100	30	0.0	1	10	00000	300	200	100	100	30	4.0	1	1	00000	300	200	100	100	30	4.0	1	
10000	200	300	100	100	20	2.6666666666666665	100	00000	300	300	100	100	20	0.0	1	10	00000	300	200	100	100	20	4.0	1	1	00000	300	200	100	100	20	4.0	1	
10000	200	300	100	100	10	2.6666666666666665	100	00000	300	300	100	100	10	0.0	1	10	00000	300	200	100	100	10	4.0	1	1	00000	300	200	100	100	10	4.0	1	
10000	200	300	100	100	3	2.6666666666666665	100	00000	300	300	100	100	3	0.0	1	10	00000	300	200	100	100	3	4.0	1	1	00000	300	200	100	100	3	4.0	1	
10000	200	300	100	30	30	2.6666666666666665	100	00000	300	300	100	30	30	0.0	1	10	00000	300	200	100	30	30	4.0	1	1	00000	300	200	100	30	30	4.0	1	
10000	200	300	100	30	20	2.6666666666666665	100	00000	300	300	100	30	20	0.0	1	10	00000	300	200	100	30	20	4.0	1	1	00000	300	200	100	30	20	4.0	1	
10000	200	300	100	30	10	2.6666666666666665	100	00000	300	300	100	30	10	0.0	1	10	00000	300	200	100	30	10	4.0	1	1	00000	300	200	100	30	10	4.0	1	
10000	200	300	100	30	3	2.6666666666666665	100	00000	300	300	100	30	3	0.0	1	10	00000	300	200	100	30	3	4.0	1	1	00000	300	200	100	30	3	4.0	1	
10000	200	300	100	20	20	2.6666666666666665	100	00000	300	300	100	20	20	0.0	1	10	00000	300	200	100	20	20	4.0	1	1	00000	300	200	100	20	20	4.0	1	
10000	200	300	100	20	10	2.6666666666666665	100	00000	300	300	100	20	10	0.0	1	10	00000	300	200	100	20	10	4.0	1	1	00000	300	200	100	20	10	4.0	1	
10000	200	300	100	20	3	2.6666666666666665	100	00000	300	300	100	20	3	0.0	1	10	00000	300	200	100	20	3	4.0	1	1	00000	300	200	100	20	3	4.0	1	
10000	200	300	100	10	10	2.6666666666666665	100	00000	300	300	100	10	10	0.0	1	10	00000	300	200	100	10	10	4.0	1	1	00000	300	200	100	10	10	4.0	1	
10000	200	300	100	10	3	2.0	100	00000	300	300	100	10	3	0.0	1	10	00000	300	200	100	10	3	4.0	1	0	null	0	0	0	0	0	0.0	0	
10000	200	300	30	30	30	2.6666666666666665	100	00000	300	300	30	30	30	0.0	1	10	00000	300	200	30	30	30	4.0	1	1	00000	300	200	30	30	30	4.0	1	
10000	200	300	30	30	20	2.6666666666666665	100	00000	300	300	30	30	20	0.0	1	10	00000	300	200	30	30	20	4.0	1	1	00000	300	200	30	30	20	4.0	1	
10000	200	300	30	30	10	2.6666666666666665	100	00000	300	300	30	30	10	0.0	1	10	00000	300	200	30	30	10	4.0	1	1	00000	300	200	30	30	10	4.0	1	
10000	200	300	30	30	3	2.6666666666666665	100	00000	300	300	30	30	3	0.0	1	10	00000	300	200	30	30	3	4.0	1	1	00000	300	200	30	30	3	4.0	1	
10000	200	300	30	20	20	2.6666666666666665	100	00000	300	300	30	20	20	0.0	1	10	00000	300	200	30	20	20	4.0	1	1	00000	300	200	30	20	20	4.0	1	
10000	200	300	30	20	10	2.6666666666666665	100	00000	300	300	30	20	10	0.0	1	10	00000	300	200	30	20	10	4.0	1	1	00000	300	200	30	20	10	4.0	1	
10000	200	300	30	20	3	2.6666666666666665	100	00000	300	300	30	20	3	0.0	1	10	00000	300	200	30	20	3	4.0	1	1	00000	300	200	30	20	3	4.0	1	
10000	200	300	30	10	10	2.6666666666666665	100	00000	300	300	30	10	10	0.0	1	10	00000	300	200	30	10	10	4.0	1	1	00000	300	200	30	10	10	4.0	1	
10000	200	300	30	10	3	2.0	100	00000	300	300	30	10	3	0.0	1	10	00000	300	200	30	10	3	4.0	1	0	null	0	0	0	0	0	0.0	0	
10000	200	300	20	20	20	2.6666666666666665	100	00000	300	300	20	20	20	0.0	1	10	00000	300	200	20	20	20	4.0	1	1	00000	300	200	20	20	20	4.0	1	
10000	200	300	20	20	10	2.6666666666666665	100	00000	300	300	20	20	10	0.0	1	10	00000	300	200	20	20	10	4.0	1	1	00000	300	200	20	20	10	4.0	1	
10000	200	300	20	20	3	2.0	100	00000	300	300	20	20	3	0.0	1	10	00000	300	200	20	20	3	4.0	1	0	null	0	0	0	0	0	0.0	0	
10000	200	300	20	10	10	2.0	100	00000	300	300	20	10	10	0.0	1	10	00000	300	200	20	10	10	4.0	1	0	null	0	0	0	0	0	0.0	0	
10000	200	200	200	200	200	4.0	0	null	0	0	0	0	0	0.0	0	10	00000	200	200	200	200	200	4.0	1	1	00000	200	200	200	200	200	4.0	1	
10000	200	200	200	200	100	4.0	0	null	0	0	0	0	0	0.0	0	10	00000	200	200	200	200	100	4.0	1	1	00000	200	200	200	200	100	4.0	1	
10000	200	200	200	200	30	2.6666666666666665	100	00000	300	200	200	200	30	0.0	1	10	00000	200	200	200	200	30	4.0	1	1	00000	200	200	200	200	30	4.0	1	
10000	200	200	200	200	20	2.6666666666666665	100	00000	300	200	200	200	20	0.0	1	10	00000	200	200	200	200	20	4.0	1	1	00000	200	200	200	200	20	4.0	1	
10000	200	200	200	200	10	2.6666666666666665	100	00000	300	200	200	200	10	0.0	1	10	00000	200	200	200	200	10	4.0	1	1	00000	200	200	200	200	10	4.0	1	
10000	200	200	200	200	3	2.6666666666666665	100	00000	300	200	200	200	3	0.0	1	10	00000	200	200	200	200	3	4.0	1	1	00000	200	200	200	200	3	4.0	1	
10000	200	200	200	100	100	4.0	0	null	0	0	0	0	0	0.0	0	10	00000	200	200	200	100	100	4.0	1	1	00000	200	200	200	100	100	4.0	1	
10000	200	200	200	100	30	2.6666666666666665	100	00000	300	200	200	100	30	0.0	1	10	00000	200	200	200	100	30	4.0	1	1	00000	200	200	200	100	30	4.0	1	
10000	200	200	200	100	20	2.6666666666666665	100	00000	300	200	200	100	20	0.0	1	10	00000	200	200	200	100	20	4.0	1	1	00000	200	200	200	100	20	4.0	1	
10000	200	200	200	100	10	2.6666666666666665	100	00000	300	200	200	100	10	0.0	1	10	00000	200	200	200	100	10	4.0	1	1	00000	200	200	200	100	10	4.0	1	
10000	200	200	200	100	3	2.6666666666666665	100	00000	300	200	200	100	3	0.0	1	10	00000	200	200	200	100	3	4.0	1	1	00000	200	200	200	100	3	4.0	1	
10000	200	200	200	30	30	2.6666666666666665	100	00000	300	200	200	30	30	0.0	1	10	00000	200	200	200	30	30	4.0	1	1	00000	200	200	200	30	30	4.0	1	
10000	200	200	200	30	20	2.6666666666666665	100	00000	300	200	200	30	20	0.0	1	10	00000	200	200	200	30	20	4.0	1	1	00000	200	200	200	30	20	4.0	1	
10000	200	200	200	30	10	2.6666666666666665	100	00000	300	200	200	30	10	0.0	1	10	00000	200	200	200	30	10	4.0	1	1	00000	200	200	200	30	10	4.0	1	
10000	200	200	200	30	3	2.6666666666666665	100	00000	300	200	200	30	3	0.0	1	10	00000	200	200	200	30	3	4.0	1	1	00000	200	200	200	30	3	4.0	1	
10000	200	200	200	20	20	2.6666666666666665	100	00000	300	200	200	20	20	0.0	1	10	00000	200	200	200	20	20	4.0	1	1	00000	200	200	200	20	20	4.0	1	
10000	200	200	200	20	10	2.6666666666666665	100	00000	300	200	200	20	10	0.0	1	10	00000	200	200	200	20	10	4.0	1	1	00000	200	200	200	20	10	4.0	1	
10000	200	200	200	20	3	2.6666666666666665	100	00000	300	200	200	20	3	0.0	1	10	00000	200	200	200	20	3	4.0	1	1	00000	200	200	200	20	3	4.0	1	
10000	200	200	200	10	10	2.6666666666666665	100	00000	300	200	200	10	10	0.0	1	10	00000	200	200	200	10	10	4.0	1	1	00000	200	200	200	10	10	4.0	1	
10000	200	200	200	10	3	2.0	100	00000	300	200	200	10	3	0.0	1	10	00000	200	200	200	10	3	4.0	1	0	null	0	0	0	0	0	0.0	0	
10000	200	200	100	100	100	4.0	0	null	0	0	0	0	0	0.0	0	10	00000	200	200	100	100	100	4.0	1	1	00000	200	200	100	100	100	4.0	1	
10000	200	200	100	100	30	2.6666666666666665	100	00000	300	200	100	100	30	0.0	1	10	00000	200	200	100	100	30	4.0	1	1	00000	200	200	100	100	30	4.0	1	
10000	200	200	100	100	20	2.6666666666666665	100	00000	300	200	100	100	20	0.0	1	10	00000	200	200	100	100	20	4.0	1	1	00000	200	200	100	100	20	4.0	1	
10000	200	200	100	100	10	2.6666666666666665	100	00000	300	200	100	100	10	0.0	1	10	00000	200	200	100	100	10	4.0	1	1	00000	200	200	100	100	10	4.0	1	
10000	200	200	100	100	3	2.6666666666666665	100	00000	300	200	100	100	3	0.0	1	10	00000	200	200	100	100	3	4.0	1	1	00000	200	200	100	100	3	4.0	1	
10000	200	200	100	30	30	2.6666666666666665	100	00000	300	200	100	30	30	0.0	1	10	00000	200	200	100	30	30	4.0	1	1	00000	200	200	100	30	30	4.0	1	
10000	200	200	100	30	20	2.6666666666666665	100	00000	300	200	100	30	20	0.0	1	10	00000	200	200	100	30	20	4.0	1	1	00000	200	200	100	30	20	4.0	1	
10000	200	200	100	30	10	2.6666666666666665	100	00000	300	200	100	30	10	0.0	1	10	00000	200	200	100	30	10	4.0	1	1	00000	200	200	100	30	10	4.0	1	
10000	200	200	100	30	3	2.6666666666666665	100	00000	300	200	100	30	3	0.0	1	10	00000	200	200	100	30	3	4.0	1	1	00000	200	200	100	30	3	4.0	1	
10000	200	200	100	20	20	2.6666666666666665	100	00000	300	200	100	20	20	0.0	1	10	00000	200	200	100	20	20	4.0	1	1	00000	200	200	100	20	20	4.0	1	
10000	200	200	100	20	10	2.6666666666666665	100	00000	300	200	100	20	10	0.0	1	10	00000	200	200	100	20	10	4.0	1	1	00000	200	200	100	20	10	4.0	1	
10000	200	200	100	20	3	2.6666666666666665	100	00000	300	200	100	20	3	0.0	1	10	00000	200	200	100	20	3	4.0	1	1	00000	200	200	100	20	3	4.0	1	
10000	200	200	100	10	10	2.6666666666666665	100	00000	300	200	100	10	10	0.0	1	10	00000	200	200	100	10	10	4.0	1	1	00000	200	200	100	10	10	4.0	1	
10000	200	200	100	10	3	2.0	100	00000	300	200	100	10	3	0.0	1	10	00000	200	200	100	10	3	4.0	1	0	null	0	0	0	0	0	0.0	0	
10000	200	200	30	30	30	0.0	100	00000	300	200	30	30	30	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	30	30	20	0.0	100	00000	300	200	30	30	20	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	30	30	10	0.0	100	00000	300	200	30	30	10	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	30	30	3	0.0	100	00000	300	200	30	30	3	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	30	20	20	0.0	100	00000	300	200	30	20	20	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	30	20	10	0.0	100	00000	300	200	30	20	10	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	30	20	3	0.0	100	00000	300	200	30	20	3	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	30	10	10	0.0	100	00000	300	200	30	10	10	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	30	10	3	0.0	100	00000	300	200	30	10	3	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	20	20	20	0.0	100	00000	300	200	20	20	20	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	20	20	10	0.0	100	00000	300	200	20	20	10	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	20	20	3	0.0	100	00000	300	200	20	20	3	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	200	20	10	10	0.0	100	00000	300	200	20	10	10	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	100	100	100	100	4.0	0	null	0	0	0	0	0	0.0	0	10	00000	200	100	100	100	100	4.0	1	1	00000	200	100	100	100	100	4.0	1	
10000	200	100	100	100	30	2.6666666666666665	100	00000	300	100	100	100	30	0.0	1	10	00000	200	100	100	100	30	4.0	1	1	00000	200	100	100	100	30	4.0	1	
10000	200	100	100	100	20	2.6666666666666665	100	00000	300	100	100	100	20	0.0	1	10	00000	200	100	100	100	20	4.0	1	1	00000	200	100	100	100	20	4.0	1	
10000	200	100	100	100	10	2.6666666666666665	100	00000	300	100	100	100	10	0.0	1	10	00000	200	100	100	100	10	4.0	1	1	00000	200	100	100	100	10	4.0	1	
10000	200	100	100	100	3	2.6666666666666665	100	00000	300	100	100	100	3	0.0	1	10	00000	200	100	100	100	3	4.0	1	1	00000	200	100	100	100	3	4.0	1	
10000	200	100	100	30	30	0.0	100	00000	300	100	100	30	30	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	100	100	30	20	0.0	100	00000	300	100	100	30	20	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	100	100	30	10	0.0	100	00000	300	100	100	30	10	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	100	100	30	3	0.0	100	00000	300	100	100	30	3	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	100	100	20	20	0.0	100	00000	300	100	100	20	20	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	100	100	20	10	0.0	100	00000	300	100	100	20	10	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	100	100	20	3	0.0	100	00000	300	100	100	20	3	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	100	100	10	10	0.0	100	00000	300	100	100	10	10	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	200	100	100	10	3	0.0	100	00000	300	100	100	10	3	0.0	1	0	null	0	0	0	0	0	0.0	0	0	null	0	0	0	0	0	0.0	0	
10000	100	300	300	300	300	5.0	0	null	0	0	0	0	0	0.0	0	10	00000	300	300	300	300	100	5.0	1	1	00000	300	300	300	300	100	5.0	1	
10000	100	300	300	300	200	5.0	0	null	0	0	0	0	0	0.0	0	10	00000	300	300	300	200	100	5.0	1	1	00000	300	300	300	200	100	5.0	1	
10000	100	300	300	300	100	5.0	0	null	0	0	0	0	0	0.0	0	10	00000	300	300	300	100	100	5.0	1	1	00000	300	300	300	100	100	5.0	1	
10000	100	300	300	300	30	3.333333333333333	100	00000	300	300	300	300	30	0.0	1	10	00000	300	300	300	100	30	5.0	1	1	00000	300	300	300	100	30	5.0	1	
10000	100	300	300	300	20	3.333333333333333	100	00000	300	300	300	300	20	0.0	1	10	00000	300	300	300	100	20	5.0	1	1	00000	300	300	300	100	20	5.0	1	
10000	100	300	300	300	10	3.333333333333333	100	00000	300	300	300	300	10	0.0	1	10	00000	300	300	300	100	10	5.0	1	1	00000	300	300	300	100	10	5.0	1	
10000	100	300	300	300	3	3.333333333333333	100	00000	300	300	300	300	3	0.0	1	10	00000	300	300	300	100	3	5.0	1	1	00000	300	300	300	100	3	5.0	1	
10000	100	300	300	200	200	5.0	0	null	0	0	0	0	0	0.0	0	10	00000	300	300	200	200	100	5.0	1	1	00000	300	300	200	200	100	5.0	1	
10000	100	300	300	200	100	5.0	0	null	0	0	0	0	0	0.0	0	10	00000	300	300	200	100	100	5.0	1	1	00000	300	300	200	100	100	5.0	1	
10000	100	300	300	200	30	3.333333333333333	100	00000	300	300	300	200	30	0.0	1	10	00000	300	300	200	100	30	5.0	1	1	00000	300	300	200	100	30	5.0	1	
10000	100	300	300	200	20	3.333333333333333	100	00000	300	300	300	200	20	0.0	1	10	00000	300	300	200	100	20	5.0	1	1	00000	300	300	200	100	20	5.0	1	
10000	100	300	300	200	10	3.333333333333333	100	00000	300	300	300	200	10	0.0	1	10	00000	300	300	200	100	10	5.0	1	1	00000	300	300	200	100	10	5.0	1	
10000	100	300	300	200	3	3.333333333333333	100	00000	300	300	300	200	3	0.0	1	10	00000	300	300	200	100	3	5.0	1	1	00000	300	300	200	100	3	5.0	1	
10000	100	300	300	100	100	5.0	0	null	0	0	0	0	0	0.0	0	10	00000	300	300	100	100	100	5.0	1	1	00000	300	300	100	100	100	5.0	1	
10000	100	300	300	100	30	3.333333333333333	100	00000	300	300	300	100	30	0.0	1	10	00000	300	300	100	100	30	5.0	1	1	00000	300	300	100	100	30	5.0	1	
10000	100	300	300	100	20	3.333333333333333	100	00000	300	300	300	100	20	0.0	1	10	00000	300	300	100	100	20	5.0	1	1	00000	300	300	100	100	20	5.0	1	
10000	100	300	300	100	10	3.333333333333333	100	00000	300	300	300	100	10	0.0	1	10	00000	300	300	100	100	10	5.0	1	1	00000	300	300	100	100	10	5.0	1	
10000	100	300	300	100	3	3.333333333333333	100	00000	300	300	300	100	3	0.0	1	10	00000	300	300	100	100	3	5.0	1	1	00000	300	300	100	100	3	5.0	1	
10000	100	300	300	30	30	3.333333333333333	100	00000	300	300	300	30	30	0.0	1	10	00000	300	300	100	30	30	5.0	1	1	00000	300	300	100	30	30	5.0	1	
10000	100	300	300	30	20	3.333333333333333	100	00000	300	300	300	30	20	0.0	1	10	00000	300	300	100	30	20	5.0	1	1	00000	300	300	100	30	20	5.0	1	
10000	100	300	300	30	10	3.333333333333333	100	00000	300	300	300	30	10	0.0	1	10	00000	300	300	100	30	10	5.0	1	1	00000	300	300	100	30	10	5.0	1	
10000	100	300	300	30	3	3.333333333333333	100	00000	300	300	300	30	3	0.0	1	10	00000	300	300	100	30	3	5.0	1	1	00000	300	300	100	30	3	5.0	1	
10000	100	300	300	20	20	3.333333333333333	100	00000	300	300	300	20	20	0.0	1	10	00000	300	300	100	20	20	5.0	1	1	00000	300	300	100	20	20	5.0	1	
10000	100	300	300	20	10	3.333333333333333	100	00000	300	300	300	20	10	0.0	1	10	00000	300	300	100	20	10	5.0	1	1	00000	300	300	100	20	10	5.0	1	
10000	100	300	300	20	3	3.333333333333333	100	00000	300	300	300	20	3	0.0	1	10	00000	300	300	100	20	3	5.0	1	1	00000	300	300	100	20	3	5.0	1	
10000	100	300	300	10	10	3.333333333333333	100	00000	300	300	300	10	10	0.0	1	10	00000	300	300	100	10	10	5.0	1	1	00000	300	300	100	10	10	5.0	1	
10000	100	300	300	10	3	2.5	100	00000	300	300	300	10	3	0.0	1	10	00000	300	300	100	10	3	5.0	1	0	null	0	0	0	0	0	0.0	0	
10000	100	300	200	200	200	5.0	0	null	0	0	0	0	0	0.0	0	10	00000	300	200	200	200	100	5.0	1	1	00000	300	200	200	200	100	5.0	1	
10000	100	300	200	200	100	5.0	0	null	0	0	0	0	0	0.0	0	10	00000	300	200	200	100	100	5.0	1	1	00000	300	200	200	100	100	5.0	1	
10000	100	300	200	200	30	3.333333333333333	100	00000	300	300	200	200	30	0.0	1	10	00000	300	200	200	100	30	5.0	1	1	00000	300	200	200	100	30	5.0	1	
10000	100	300	200	200	20	3.333333333333333	100	00000	300	300	200	200	20	0.0	1	10	00000	300	200	200	100	20	5.0	1	1	00000	300	200	200	100	20	5.0	1	
10000	100	300	200	200	10	3.333333333333333	100	00000	300	300	200	200	10	0.0	1	10	00000	300	200	200	100	10	5.0	1	1	00000	300	200	200	100	10	5.0	1	
