1000	200	300	300	300	4.0	0	null	0	0	0	0	0.0	0	10	0000	300	300	300	200	4.0	1	1	0000	300	300	300	200	4.0	1	
1000	200	300	300	200	4.0	0	null	0	0	0	0	0.0	0	10	0000	300	300	200	200	4.0	1	1	0000	300	300	200	200	4.0	1	
1000	200	300	300	100	4.0	0	null	0	0	0	0	0.0	0	10	0000	300	300	200	100	4.0	1	1	0000	300	300	200	100	4.0	1	
1000	200	300	300	30	2.6666666666666665	100	0000	300	300	300	30	0.0	1	10	0000	300	300	200	30	4.0	1	1	0000	300	300	200	30	4.0	1	
1000	200	300	300	20	2.6666666666666665	100	0000	300	300	300	20	0.0	1	10	0000	300	300	200	20	4.0	1	1	0000	300	300	200	20	4.0	1	
1000	200	300	300	10	2.6666666666666665	100	0000	300	300	300	10	0.0	1	10	0000	300	300	200	10	4.0	1	1	0000	300	300	200	10	4.0	1	
1000	200	300	300	3	2.6666666666666665	100	0000	300	300	300	3	0.0	1	10	0000	300	300	200	3	4.0	1	1	0000	300	300	200	3	4.0	1	
1000	200	300	200	200	4.0	0	null	0	0	0	0	0.0	0	10	0000	300	200	200	200	4.0	1	1	0000	300	200	200	200	4.0	1	
1000	200	300	200	100	4.0	0	null	0	0	0	0	0.0	0	10	0000	300	200	200	100	4.0	1	1	0000	300	200	200	100	4.0	1	
1000	200	300	200	30	2.6666666666666665	100	0000	300	300	200	30	0.0	1	10	0000	300	200	200	30	4.0	1	1	0000	300	200	200	30	4.0	1	
1000	200	300	200	20	2.6666666666666665	100	0000	300	300	200	20	0.0	1	10	0000	300	200	200	20	4.0	1	1	0000	300	200	200	20	4.0	1	
1000	200	300	200	10	2.6666666666666665	100	0000	300	300	200	10	0.0	1	10	0000	300	200	200	10	4.0	1	1	0000	300	200	200	10	4.0	1	
1000	200	300	200	3	2.6666666666666665	100	0000	300	300	200	3	0.0	1	10	0000	300	200	200	3	4.0	1	1	0000	300	200	200	3	4.0	1	
1000	200	300	100	100	4.0	0	null	0	0	0	0	0.0	0	10	0000	300	200	100	100	4.0	1	1	0000	300	200	100	100	4.0	1	
1000	200	300	100	30	2.6666666666666665	100	0000	300	300	100	30	0.0	1	10	0000	300	200	100	30	4.0	1	1	0000	300	200	100	30	4.0	1	
1000	200	300	100	20	2.6666666666666665	100	0000	300	300	100	20	0.0	1	10	0000	300	200	100	20	4.0	1	1	0000	300	200	100	20	4.0	1	
1000	200	300	100	10	2.6666666666666665	100	0000	300	300	100	10	0.0	1	10	0000	300	200	100	10	4.0	1	1	0000	300	200	100	10	4.0	1	
1000	200	300	100	3	2.6666666666666665	100	0000	300	300	100	3	0.0	1	10	0000	300	200	100	3	4.0	1	1	0000	300	200	100	3	4.0	1	
1000	200	300	30	30	2.6666666666666665	100	0000	300	300	30	30	0.0	1	10	0000	300	200	30	30	4.0	1	1	0000	300	200	30	30	4.0	1	
1000	200	300	30	20	2.6666666666666665	100	0000	300	300	30	20	0.0	1	10	0000	300	200	30	20	4.0	1	1	0000	300	200	30	20	4.0	1	
1000	200	300	30	10	2.6666666666666665	100	0000	300	300	30	10	0.0	1	10	0000	300	200	30	10	4.0	1	1	0000	300	200	30	10	4.0	1	
1000	200	300	30	3	2.6666666666666665	100	0000	300	300	30	3	0.0	1	10	0000	300	200	30	3	4.0	1	1	0000	300	200	30	3	4.0	1	
1000	200	300	20	20	2.6666666666666665	100	0000	300	300	20	20	0.0	1	10	0000	300	200	20	20	4.0	1	1	0000	300	200	20	20	4.0	1	
1000	200	300	20	10	2.6666666666666665	100	0000	300	300	20	10	0.0	1	10	0000	300	200	20	10	4.0	1	1	0000	300	200	20	10	4.0	1	
